Headline,Body ID,Stance
islamic state accuse use chlorine gas iraqi soldier,1357,unrelated
might rat infestation vogue,585,unrelated
meteor leave num foot crater near managua airport,1573,disagree
allege audio michael brown shoot sound good officer darren wilson,195,unrelated
probe whether isi fighter get ebola,505,unrelated
isi hand weapon ammo air drop u,168,unrelated
force awaken news director j j abrams eye summer release star war num many spoiler,2141,unrelated
cub baghdadi boy become youngest victim isi use child soldier,1073,unrelated
christian bale exit steve job movie exclusive,1368,unrelated
meteorite strike nicaragua puzzle expert,1175,unrelated
soldier shot near canadian parliament building,1786,unrelated
tourist wake find strange red trail stomach discovers spider burrow appendix scar crawl skin holiday bali,2042,disagree
north korean dictator kim jong un replace sister,2473,discuss
homeland security isil fighter u border,1498,unrelated
kid make num million lunch,1291,unrelated
u drone hunt isi leader see fly syrian airspace,1234,unrelated
web confusion scientist cast doubt man claim spider burrow stomach scar,730,unrelated
islamic state fighter train fly capture jet watchdog,2218,unrelated
zack snyder responds fake steal batmobile report,1939,unrelated
fear islamic state could launch ebola attack britain fighter contract virus,2138,discuss
obama murder james foley shock conscience entire world,2450,agree
isi ebola probably medium report anyway,93,unrelated
predator drone reportedly spot isi stronghold,1170,unrelated
truly horrify story spider,1549,unrelated
lebanon hold leader daughter ex wife,170,unrelated
north korea order citizen name kim jong un change name say new report,1975,unrelated
nasa question whether crater nicaragua cause meteorite,816,unrelated
source tom brokaw want brian williams fire,1127,unrelated
nigeria claim boko haram release kidnap schoolgirl,2192,unrelated
dupe macaulay culkin dead,2022,unrelated
tropical spider burrow bali tourist skin,2009,unrelated
sugarhill gang rapper big bank hank dy age num,2421,unrelated
nasa confirm earth experience num day total darkness december num,607,unrelated
nigeria announces truce boko haram fate schoolgirl unclear,1540,discuss
break gill rosenberg former idf soldier capture isi,1862,agree
soldier shot ottawa war memorial,1933,unrelated
star war num jj abrams want move release summer num,1697,unrelated
ann arbor pizza delivery driver surprise num num tip,1786,unrelated
isi hand weapon ammo air drop u,2448,unrelated
jihadi john name mohammed emwazi west london,1083,unrelated
guy say spider burrow skin expert say,8,unrelated
isi video claim show behead british hostage david haines,68,unrelated
strange mark turn tropical spider burrow vacationer skin,2009,unrelated
meteorite strike nicaragua puzzle expert,1913,agree
james foley executioner say identified british rapper read james foley executioner say identified british rapper,760,unrelated
isi fighter get catch come across u mexican border,564,unrelated
husband break tear lose voicemail message late wife recover,1406,unrelated
new audio show michael brown shot num time,2304,unrelated
two gop congressman say suspected terrorist catch cross u mexico border,80,unrelated
hairgate iphone num user encounter latest apple problem bendgate,1646,discuss
num day darkness december num num fake nasa confirm num day total darkness hoax well,787,unrelated
turkish president say american weapon drop kurdish fighter wrong supply end hand isi,816,unrelated
mexico say student among dead mass grave,761,unrelated
spider burrow man skin live day,1826,unrelated
durex planning release pumpkin spice condom,1954,discuss
guru order num follower castrate could closer god investigate grievous bodily harm india,1528,unrelated
see california homeless man use num gift give food others,676,unrelated
indian rapist castrate angry mob hack gentials meat cleaver graphic picture,36,unrelated
soon marijuana may lead ticket arrest new york,2237,discuss
microsoft hire dalek style robocops guard silicon valley hq,1074,unrelated
gcpd solve steal batmobile case,1939,unrelated
nationwide turkey recall ebola infect bird usda debunks hoax,2210,disagree
mexico say miss student find first mass graf,1538,unrelated
james wright foley kidnap journalist apparently execute isi,1120,unrelated
meteor leave num foot crater near managua airport,666,unrelated
soldier shot ottawa war memorial,1253,unrelated
isi fighter contract ebola,1689,discuss
next apple watch could platinum,887,unrelated
university drop term freshman replaces first year,286,unrelated
journalist james wright foley reportedly behead isi,115,unrelated
dog abandon scotland train station suitcase,1349,unrelated
homeless man receive num shock everyone spends,855,unrelated
break news female american aid worker num hold hostage isi num month kill jordanian air strike,2376,discuss
meteorite leaf house size crater nicaragua capital,1817,unrelated
apple watch reportedly offer power reserve help extend battery life,1420,discuss
banksy arrest sigh,1739,agree
batmobile steal detroit,964,unrelated
nyc high school student nickname teen wolf make num million stock market,2156,unrelated
kurd deny gill rosenberg kobane,2415,unrelated
tropical spider burrow man skin scar video report,959,unrelated
isi get ebola,1337,unrelated
insurgent kill nigeria despite allege truce boko haram,2139,discuss
hundred mourn death fidel castro rumour sweep twitter confuse recently depart fidel castro odinga nairobi,2297,unrelated
cnn broadcast purport audio contain gunshot fell michael brown jr leader celebrity fill pew teen funeral,456,unrelated
meteorite cause mysterious boom nicaragua,1125,unrelated
magic mushroom find queen elizabeth garden buckingham palace,1647,agree
report isi leader abu bakr al baghdadi assassinate u airstrike,1634,discuss
country music legend willie nelson die age num,2046,unrelated
sorry fido pope francis say pet go heaven,195,unrelated
kidnap nigerian schoolgirl government claim ceasefire deal boko haram bring miss girl home,1125,unrelated
vogue new dig reportedly swarm rat,2009,unrelated
woman detain lebanon isi leader wife say iraq,651,unrelated
aaron sorkin confirm christian bale play steve job,1702,unrelated
michael phelps self proclaim girlfriend say bear boy reveals amaze sex olympian,1342,agree
boko haram could release kidnap girl nigerian official say,2124,unrelated
cnn play allege record michael brown shoot,1974,unrelated
tropical spider burrow man skin live three day,1549,unrelated
james foley miss american photojournalist reportedly execute isi syria,2404,unrelated
abdel majed abdel bary emerges suspect foley beheading,633,unrelated
apple launch totally redesign num inch macbook air,1679,unrelated
graphic content girl sneer man tiny penis chop bin,413,unrelated
north korea reportedly ban anyone share kim jong un name,734,unrelated
satirical news site attack china weird english name,2260,agree
force awaken release date jj abrams plan early release star war movie,125,unrelated
macaulay culkin die despite everyone say facebook,1559,agree
comcast block tor,678,unrelated
white house fence jumper overpower secret service officer run much main floor,843,discuss
isi get ebola,819,discuss
isi video claim show behead british hostage,882,unrelated
constipate goldfish operate north walsham vet,1670,unrelated
future apple watch could include platinum model report,1436,unrelated
new io num bug delete icloud document,1905,unrelated
boko haram release abduct schoolgirl part ceasefire agreement,1681,discuss
viral photo china show manipulate app store ranking hard way,2407,unrelated
cbs news name canadian parliament shoot suspect,1442,discuss
video purport show behead u journalist militant,1040,unrelated
watch moment tv weatherman catch urinating bush live camera,40,unrelated
watch stan beaton cry tear joy phone engineer find treasured voicemail record late wife think lose forever,805,unrelated
